texture_name,tri_dumped_tga_crc32,original_width,original_height,width_pow2,height_pow2,tri_png_converted_crc32,tri_alpha_stripped_crc32,pcsx2_dumped_crc32,pcxs2_normalized_png_crc32,pcsx2_alpha_stripped_crc32
0002936b,3c2c8943,128,16,128,16,5d6d8df2,d0a3d3a4,7d788e18,5d6d8df2,d0a3d3a4
0003c3de,0de693b2,14,12,16,16,be31c99a,a689e95d,00554de1,a396bcb6,a689e95d
00058f79,3a558362,300,170,512,256,c9e40310,ec1566d3,7ed36d6d,e4b2289d,ec1566d3
00068f79,10e0a282,224,174,256,256,da4cdd56,8027183d,5fd74274,affe4bc2,8027183d
00075bbe,bc71be22,190,12,256,16,67cf0e05,dac9014c,68785723,5e859df8,dac9014c
00078f79,ed3a45bc,242,158,256,256,4e215e8c,e1f6d825,675e5823,7c3ded66,e1f6d825
0007bc34,8ada7469,440,110,512,128,5adb1150,274837f5,971caced,df042126,274837f5
00085bbe,011b58fc,220,12,256,16,f7ee9fb4,db69a1a6,681ba040,a7af12f0,db69a1a6
0008bc34,0f86b2c3,308,12,512,16,ce831c00,62b88972,512fe0d6,0b98a03f,62b88972
0009f56f,e6abb1f3,352,108,512,128,8910b12c,235bbad4,67054b2a,3da4937d,235bbad4
000aa7de,56eea4bb,176,32,256,32,7c69f02f,bfa76639,8b49c4ef,29f57831,bfa76639
000ebe38,3ad8de13,248,42,256,64,0ee80dfe,00000000,4a21d2b6,0ee80dfe,00000000
0010e123,a2f216f7,124,12,128,16,0a797430,0ea20cc0,0da554d4,93e9b95f,0ea20cc0
001187b3,f4ddb8cc,10,8,16,8,5f742ad7,377b664e,d738e6dd,a300a665,377b664e
001463f1,d7c6a466,360,8,512,8,ff60e823,82bb3f98,57bd5c2c,8219e898,82bb3f98
0017bbf5,b17bde73,36,72,64,128,652d60e5,6a91a97a,7a0c7567,761ba119,6a91a97a
002e7de0,2c01c2b8,48,32,64,32,16523662,7e11d3c2,0e554065,59715f67,7e11d3c2
00367807,c2232b23,8,88,8,128,eea819c2,993a47b8,ee2ebe89,85711901,993a47b8
0036ea81,6771efbe,164,32,256,32,b8ec778a,71be7e60,bddff784,00908044,71be7e60
00380922,1a58cd43,312,196,512,256,794557cf,de980974,624d97f2,9f849a59,de980974
003c8502,28528fdb,32,18,32,32,5fb9dfd4,9a5e4ea9,0be721d4,b12c9aaa,9a5e4ea9
003d8502,a8a141a5,26,20,32,32,018c7a01,40f09d3f,a9fcd9a7,1cbee821,40f09d3f
003e8502,35ea6a58,30,18,32,32,3040b69f,0eb092ee,c0ac84c7,a818fbcc,0eb092ee
003e9364,ae66170f,144,12,256,16,518ca26f,e45c97d9,c1b7200e,efefc642,e45c97d9
003f0404,9721c034,256,256,256,256,3909e31b,00000000,9553cb6d,3909e31b,64ec315a
003f8502,e44384f2,56,16,64,16,2baabc07,3fa16d8a,01b71e66,1ab1a021,3fa16d8a
00408502,3bf21c38,18,10,32,16,057f3406,ac0951cc,a2820a53,0840aa7e,ac0951cc
0040cd15,dcc2a1cc,130,24,256,32,e8452b06,134ca085,b734860c,5a2408f9,134ca085
00418502,d4e07a4c,76,12,128,16,15e6e098,fd6b2e53,d5966ed9,084ae3a9,fd6b2e53
00428502,d14ad79b,70,8,128,8,d2c8cfa4,afe99a4e,3c3caf9a,5506f282,afe99a4e
00459114,5d6880c4,48,36,64,64,b886caae,97c2616e,297f5d28,b886caae,97c2616e
00469114,09edae9a,48,36,64,64,423c38ee,a0310b44,dd7a1c8c,423c38ee,a0310b44
00479114,05090e92,48,36,64,64,dbe876e8,057807c6,f1346214,dbe876e8,057807c6
00481d9d,999a4e50,138,12,256,16,b0afabb3,cf28fc8f,303fc405,c92ab9a9,cf28fc8f
00491714,a651a774,228,132,256,256,f7163213,aa47ea18,c7b1b92d,6361be09,aa47ea18
004acd8a,f371725c,268,10,512,16,bf12fc14,3915b834,f0ad64c9,c763b907,3915b834
004b2a01,7bc5e28c,256,256,256,256,2039c3ea,7c3afb9e,c01a2e5b,0e566992,7c3afb9e
005155d8,911aa71b,64,64,64,64,2367a730,e5aa89f9,7366945f,f0bb9b17,e5aa89f9
005255d8,810f4241,64,64,64,64,da51b2c4,9d9ec263,c255986b,dee175b1,9d9ec263
005355d8,448f67ce,64,64,64,64,575e01f5,40f03819,e2a0bd38,b9719208,40f03819
0055e1c2,25c4c96d,456,17,512,32,a563fbaa,f3aa1109,95f49d4b,97e6327d,f3aa1109
0056e1c2,10d9ff73,456,16,512,16,0cd4452b,30891342,977bb3ed,11f8d759,30891342
005be756,6b4d7209,200,24,256,32,5de1a05d,2dc75414,a25c5917,ec66a2e2,2dc75414
005fbe37,37790413,248,42,256,64,5f1f28ce,ca63d56a,89d54751,5f1f28ce,ca63d56a
006209d0,22ebeccf,144,96,256,128,a6deb2f0,cb80bfbb,0365b457,34fbeb5b,cb80bfbb
0067a618,1590d43d,84,32,128,32,e2e27895,b0b3f179,ab632ec2,e2e27895,b0b3f179
00689021,6eb04768,108,12,128,16,f0b1b1ce,37070503,c40e3755,c7fbcf9e,37070503
00691d9d,17cb2154,304,16,512,16,feb61974,2c33a281,c467c7f9,fa0d84ff,2c33a281
00699021,d00795be,196,12,256,16,3aa0fd77,b94483b6,ef0e93d7,e6bce46e,b94483b6
006af2ba,276843cf,40,40,64,64,7d7f8fe4,e46ca239,eb6c4386,78002824,e46ca239
006af2bb,a3f493fb,48,16,64,16,475c03bb,4a04e512,7f15fee4,bcc07f7b,4a04e512
006b325b,ee7500c2,300,384,512,512,a2735175,134488d6,934fd90e,88f482b4,134488d6
006b9021,dbb2aa11,148,12,256,16,2ee8e980,48d3657c,3f05521d,1ee6a152,48d3657c
006bcf85,4d263437,152,24,256,32,6cb03ced,21b61004,4715a3d8,07152c64,21b61004
006bcf85_3bbce8b6d10a47883f9038737995145a,4db229c4,160,16,256,16,d1f51a5e,bfa4148f,3704110b,c3f86b1d,bfa4148f
006c556d,6d2f8b33,92,8,128,8,ec0e9327,dbf2c9e6,e2d3469e,2981be3f,dbf2c9e6
006c9021,15f9a703,32,8,32,8,1333b43d,00000000,19e29975,1333b43d,00000000
006caeb5,aa1a1e72,32,8,32,8,1d735fa2,d1f42d8b,96f84095,edb99896,d1f42d8b
006cc7ed,cc7ee8ca,64,24,64,32,a57e8c2f,12e623b1,7adb98ea,2f85eeee,12e623b1
006daeb5,ac0b1a51,72,10,128,16,82890cac,70fa6b8f,289d4104,9d265dca,70fa6b8f
006e6ff1,67adfcdc,320,254,512,256,a3fa4c98,d55e29e2,b40e8f5c,a3fa4c98,d55e29e2
006e99ea,73f4c3a5,160,42,256,64,dd32e58a,8456a0e1,5fd891f3,dd32e58a,8456a0e1
006eaeb5,917c3e96,340,14,512,16,181612d7,762058c6,bdb2bd7a,f0ea18f1,762058c6
006f2b75,61b230bb,148,12,256,16,4042f798,292939cf,51badc85,73d564a2,292939cf
006f6ff1,de3e549e,320,16,512,16,f42305f7,38d973e1,8d529565,859217d9,38d973e1
006f7421,d4165417,144,24,256,32,d5aff7c4,d0b66d42,c7458d78,81e3207e,d0b66d42
006faeb5,4f78cb2f,340,18,512,32,d9a2f1d9,19d0a639,0c1a486d,c0ca4bce,19d0a639
00706ff1,f32bbcd1,192,16,256,16,c87d808d,55acf2d0,9c676eb9,0b607b23,55acf2d0
0070aeb5,333386ea,72,152,128,256,2bc3cec1,e781894c,2b04ec4a,abbaad1b,e781894c
0072466d,80a8e32a,108,60,128,64,be09c56b,14af3731,7e590e73,bd2dc42e,14af3731
007246ed,5eec7642,80,60,128,64,28d5a4b6,621e03e3,76bc63a8,fdb0c15a,621e03e3
0072476d,6b6b65c6,84,56,128,64,4d0d2d9f,93e118be,182c4a4d,ae494613,93e118be
00726ff1,64716c72,64,40,64,64,168bf7a7,1b9994b1,ddafc27a,c12637dc,1b9994b1
00746ff1,cff0616d,72,16,128,16,2cd2f889,943758ff,b6e723db,415667f9,943758ff
00758632,2665b72a,274,12,512,16,5d1e64f2,8457a70c,c8a5a52f,79454fc7,8457a70c
0076cd21,c0087a13,404,12,512,16,424ffd51,bf89af1b,820d7ea5,5c1bb961,bf89af1b
00774c18,2d7feb28,124,24,128,32,36e1617a,9ab113d5,2d828870,c74f90fa,9ab113d5
0078adc6,281f0e47,120,16,128,16,c05f5c74,15fa3373,b86d1093,095113d4,15fa3373
007be718,ee3b6d88,90,48,128,64,50ef1592,380eda3b,76c38f91,69c34f37,380eda3b
007f6817,92b71809,252,12,256,16,f598e684,4a5d026b,9a54a46e,5e819932,4a5d026b
0083fa46,ff74c54d,194,12,256,16,9a933651,e586d026,7552f0bf,d8e874b7,e586d026
0085a618,8514908f,144,64,256,64,73874c41,67b9bd90,f284ebfa,fbdb5a83,67b9bd90
00892df9,70b65bb9,160,272,256,512,9b628b92,9a19ddba,4a9a1b54,9b628b92,9a19ddba
008c9a00,5c1f4e15,160,42,256,64,7f0a0383,148bd48b,1e6b96b7,7f0a0383,148bd48b
008db9df,fd60769d,82,64,128,64,37604fde,37a0c69b,a00c7193,ec1c6191,37a0c69b
008dbe37,8363163e,248,42,256,64,a343d42a,f303163a,eca10780,a343d42a,f303163a
00919e1e,7671ad0b,512,448,512,512,3dd2b4ce,c98c5609,98e2cf74,5c24049d,c98c5609
00938001,a446a361,320,12,512,16,fd497906,fd966a54,2caaa5a7,fd497906,fd966a54
009ac0bf,f5e75c8d,256,384,256,512,87fc67df,bcbc8a87,89031668,87fc67df,bcbc8a87
009bc0bf,584b2532,224,320,256,512,88c58696,61692802,b56638fa,88c58696,61692802
009eafa1,09dbc787,64,64,64,64,49211a57,7f52bf0c,9d2966c3,67d4c1b1,7f52bf0c
009fafa1,6861eb7e,72,72,128,128,b87aa0ef,12fa8ca2,3b6b3495,187d7ca7,12fa8ca2
00a891e2,a0da5283,24,24,32,32,65f93875,8f9f17b0,ee275158,94e1afa0,8f9f17b0
00acbe37,5cab287d,248,42,256,64,da6a7b84,00000000,c50c99d7,da6a7b84,00000000
00b087b2,ebafea94,136,136,256,256,84a6f378,a8d7fd06,0011c4b4,38c7bd65,a8d7fd06
00b25d10,8d00b023,54,24,64,32,cc96e3e7,3050e66c,2ca74569,a290d1b5,3050e66c
00b3cb78,88047044,272,12,512,16,12a69d63,3b1f88fc,cc8a9fbf,cd8734a4,3b1f88fc
00b60372,d164706c,512,384,512,512,2f7706fb,dffde928,4e8493a7,1ab74039,dffde928
00b6ea23,9577a4b4,204,312,256,512,e0fc2ca8,f82407c7,e366272f,6ca70734,f82407c7
00b6eb2c,a9e14f05,278,32,512,32,95fd4661,5b4fcd0d,78709480,b3c14056,5b4fcd0d
00ba619d,de0eba8d,168,12,256,16,edea0a19,001f12aa,b67764a8,bf25e3b0,001f12aa
00bf085a,1e67cf14,148,16,256,16,a787ef78,00000000,ede252d5,a787ef78,00000000
00c1181b,17265696,28,64,32,64,f3887a0a,66385125,72ec17b7,254cd7a2,66385125
00c5a254,f52400df,512,342,512,512,23e69920,0e20afe6,3c4812b7,23e69920,0e20afe6
00c6feb6,8875266a,216,12,256,16,2e34c6de,261e85b0,d342c576,ad18004d,261e85b0
00c6fef1,4768ff74,320,240,512,256,308a8fdc,b7b5053c,8e500789,6ba77db4,b7b5053c
00c87354,55e9c6ff,512,342,512,512,4572130b,2794c989,80c9b12a,4572130b,2794c989
00c8e1b5,7883b9d1,424,12,512,16,2e575ba0,7da1420d,7ebcd847,0f5020a5,7da1420d
00ccb0a6,8a31d38d,160,24,256,32,d6ca23db,106099c3,9e8b308e,d506d8ce,106099c3
00cdb0a6,8b82d684,384,24,512,32,496aeb4d,ec9e936f,e436ac82,3d36f09e,ec9e936f
00cdeba7,277d1c6c,86,12,128,16,3f315738,6dc0cd80,deb486c3,296c530d,6dc0cd80
00ceb0a6,09129b47,432,24,512,32,8cb23116,fb44dc7f,0cdd0a10,643296b2,fb44dc7f
00ceeba7,46fdab25,68,12,128,16,b891940f,d02ddccb,cf61033f,8286ac17,d02ddccb
00cfeba7,2ca66b46,146,12,256,16,d133c337,0de81149,a34f2b61,b6ce4a72,0de81149
00d0eba7,a48d0e61,184,12,256,16,bc3a31d5,1091861a,5c674325,bf365af5,1091861a
00d1eba7,119dd010,186,12,256,16,0d923bd7,1513b2c5,b353f3a2,77b4f3ca,1513b2c5
00d27f22,ca11d6da,576,64,1024,64,120e98cb,dc230ff0,60bc4352,e373a074,dc230ff0
00d37f22,5a6c0796,576,64,1024,64,0c978113,1a048263,a1828118,c6141027,1a048263
00d57f22,f8dcb465,576,64,1024,64,0be73364,208418de,6c70a0bd,0a4dfcf2,208418de
00e103ff,32b57dfb,128,128,128,128,568af017,00000000,f09ec6f2,568af017,9ff18301
00e4d0de_41da87e72c01ef976b914cd59eef1df9,02406b9f,198,12,256,16,0f572ff6,f651ea49,0e7bb161,a690889d,f651ea49
00ec73af,f0165909,304,234,512,256,c3b08439,622578c5,bbd10fec,1dabf019,622578c5
00f08bb3,5a1c3814,144,16,256,16,594d6cac,3945feef,74e2173a,2cd515e6,3945feef
00f41462,86c999b0,512,172,512,256,6ee10642,a53bcffa,2c1f124d,6ee10642,a53bcffa
00f51462,11e6ccf1,512,172,512,256,cb6e24d3,8ac759fa,12bab0f0,cb6e24d3,8ac759fa
00f84320,38d244fa,232,322,256,512,cf13cbab,8143e5af,f656c092,91ce9ca4,8143e5af
00f94320,7f5a8d93,96,116,128,128,0f0ec110,d44f2363,2d18cdd1,535b057a,d44f2363
00fcb7ac,d7eae123,276,740,512,1024,25e35e6c,f5a0dba7,88a0ee1c,25e35e6c,f5a0dba7
00fcbfac,c8119704,276,740,512,1024,05e35de3,14ee9c39,ef9103b7,05e35de3,14ee9c39
00fe564d,d85d450c,172,12,256,16,6bff70e5,74b1db2e,102f5411,e5b74c0c,74b1db2e
00ff04ea,00112b1e,138,10,256,16,2d6a9bed,cc411c68,fcff8dff,60b0d983,cc411c68
0wall1Top.bmp,d0a00d32,64,26,64,32,2d038e21,dde884c1,47eefd80,2d038e21,dde884c1
0wall1_2.bmp,85eb1a1e,96,66,128,128,e81542f8,c97c12d5,09d50f4b,e81542f8,c97c12d5
0wall1_60s.bmp,4a63ac0a,24,144,32,256,aa7982b2,07150f74,fe9f37eb,aa7982b2,07150f74
0wall1_60s2.bmp,9127b3a9,56,128,64,128,d945362f,0fe0d3a8,6789a27f,d945362f,0fe0d3a8
0wall1mi.bmp,12ac9d73,28,150,32,256,abadab71,18241c41,3ee93412,abadab71,18241c41
0wall1mi2.bmp,b4338c91,32,50,32,64,22b6481a,297323e3,6512896c,22b6481a,297323e3
0wall1sita.bmp,32e5e709,128,55,128,64,b53c86e6,c741d84b,879e9221,b53c86e6,c741d84b
1wallU2.bmp,bbdd49ae,120,160,128,256,5f8714f4,7e55f47c,753d8638,5f8714f4,7e55f47c
1wallU3.bmp,abb38f60,120,160,128,256,018ea89f,4c1f3876,0026ae1e,018ea89f,4c1f3876
1wallU4.bmp,6eff07ae,48,160,64,256,9f20a54b,d79727c0,4600cb01,9f20a54b,d79727c0
1wallUhoso.bmp,7de5af21,20,160,32,256,d4a6d0ac,0fb616d6,91e24150,d4a6d0ac,0fb616d6
1wallUp.bmp,ea4beb57,152,160,256,256,683c26f4,24d73a3f,d3651031,683c26f4,24d73a3f
1wallUup.bmp,370d5217,32,64,32,64,fac2d3ae,1100b573,80147bd1,fac2d3ae,1100b573
234284_alp_ovl.bmp,f1c43c76,128,24,128,32,17b8e112,5e80e823,5c1a47c6,17b8e112,5e80e823
24c_over_alp_ovl.bmp,01a2cec4,240,180,256,256,99daa1b7,f5a32159,9f109c6c,99daa1b7,f5a32159
25d_28door_b00.bmp,e5b74b8b,64,108,64,128,15830684,6fef395d,43ff2082,15830684,6fef395d
31_box_01.bmp,6e58c836,50,64,64,64,48fb1ffc,a9195dc3,a4c9709a,db7631a6,a9195dc3
31_box_02.bmp,d09efb42,32,40,32,64,de5023b0,ed038887,a662265e,15db93bd,ed038887
31_hashira_03.bmp,1d635e15,36,36,64,64,3f03f2c9,e030062a,db7eaaf1,dd750748,e030062a
31_hashira_04.bmp,ce190a01,48,156,64,256,dbaf14b4,1e0fe8d8,62a59610,dbaf14b4,1e0fe8d8
31_wall_03.bmp_dcd28d5f145ae8e80dfbe4d117fedff0,011c8bf9,120,156,128,256,32f0ca58,e99e8534,93cda32e,32f0ca58,e99e8534
31_wall_10.bmp,c7583ec7,24,192,32,256,aabb78b6,88b8b546,2ff8d379,366d0a5c,88b8b546
31_wall_11.bmp,5419cec6,96,48,128,64,7f1b295d,e89973e4,3bacc405,cd43796e,e89973e4
352537_alp_ovl.bmp,a0c8bdcb,128,24,128,32,e70ca3b7,6dd86c97,5257b35f,e70ca3b7,6dd86c97
373737_alp_ovl.bmp,cc91cb5a,128,24,128,32,0936b56a,b822984b,673150fd,0936b56a,b822984b
865888_alp_ovl.bmp,7c9757fa,128,24,128,32,6e1c2372,16d37e33,5bd87ec9,6e1c2372,16d37e33
888888_alp_ovl.bmp,dd548c6a,128,24,128,32,74788afa,b2110056,10af7782,74788afa,b2110056
B_DECK.bmp,415b2a5e,64,16,64,16,daea663f,87ef6475,fd9c94c9,bd63d8d6,87ef6475
B_DECK.bmp_74d77fdca076cebeb0619b5ac4d9887c,15585a32,64,16,64,16,5c97a672,40aca424,4d979855,fd06fe55,40aca424
Bood2S.bmp,5aecd4b1,12,84,16,128,6896c088,a359fba9,51fadc54,6896c088,a359fba9
C_DECK.bmp,7a2c88cf,64,16,64,16,450dbf75,495be5cf,85ee2e94,0a5a1463,495be5cf
EXIT_alp_ovl.bmp_2e80fcdf52d4e88c977557d852b3bb00,91cb6a3a,60,18,64,32,13c348d7,72d9371d,3f224e8e,3b1edeb2,72d9371d
GW_neck.bmp,823a2dfb,36,16,64,16,6650f622,156bc0ab,81f01af9,e3374d76,156bc0ab
KitFlymoto.bmp,86622b65,16,132,16,256,13512d0d,b85e8194,e5537847,13512d0d,b85e8194
KitFlymoto_s.bmp,fc692e77,16,132,16,256,db44f958,1826ae19,1a061dd2,db44f958,1826ae19
LigW_add_ovl.bmp,753be2b3,48,50,64,64,8ac224db,2ca23f62,2e341314,8ac224db,2ca23f62
LigWs_add_ovl.bmp,bcb5f136,16,50,16,64,2071909e,a979f236,83d5a2fd,2071909e,a979f236
Lig_u_add_alp_ovl.bmp,35564a8d,64,24,64,32,8dc1f9b1,adb9169c,78331893,8dc1f9b1,adb9169c
Nosmok.bmp,daf57702,48,48,64,64,36a6a53b,80be90bb,6a9c0839,6eef2264,80be90bb
S_cap03.bmp,a442e8b7,32,32,32,32,21b4712c,9e15d972,1c36c3d9,21b4712c,9e15d972
SenP.bmp,72c3e24f,24,64,32,64,7f187322,9c3a6285,c7c55aa0,765426c5,9c3a6285
SenmF.bmp,ac54ff18,88,28,128,32,f0524079,b98e11b0,daeff919,f0524079,b98e11b0
WallLc1Up.bmp,6cf64ff1,72,28,128,32,f035598e,0b5cf638,9e63eb55,f035598e,0b5cf638
WallLc1Up2.bmp,2c9ea976,72,28,128,32,8cb8da9d,e4da4948,d69c49d5,8cb8da9d,e4da4948
WallLc1Up2.bmp_8bcf03bfb0e39c5e15c0c5a38913842a,48e745ef,486,12,512,16,6be08850,0665f124,181477b0,f4197f93,0665f124
WallLc1_sh2.bmp,d0e3864c,72,172,128,256,e957537e,8011f7a8,0a6c1a6d,e957537e,8011f7a8
WallLc1a.bmp,552579e2,72,200,128,256,5b9064db,e5cc20d4,b4c4aa29,5b9064db,e5cc20d4
WallLc1a2a.bmp,c31fe6dd,64,172,64,256,5c085328,20389f5d,61f50426,5c085328,20389f5d
WallLc1b.bmp,8daeef4e,72,172,128,256,3274eeba,39972d1e,b6ef17c1,3274eeba,39972d1e
WallLchoso.bmp,6af500b9,8,200,8,256,1e877995,34eaab45,41553c54,1e877995,34eaab45
WallLchoso2.bmp,7b152a96,8,172,8,256,bb8b4d16,b8c1c116,d36e56f3,c0a0e67d,b8c1c116
WallLchoso2T.bmp,a658d7bc,8,60,8,64,3090d97e,d1cd90b0,c2e2e545,3090d97e,d1cd90b0
WallLchoso2_sh.bmp,edbda527,8,172,8,256,7ec94a52,56e3b741,0fccbed6,316bc4d5,56e3b741
WallLchoso_sh.bmp,9c58d990,8,200,8,256,2a623425,cabbf5cb,36613fc8,2a623425,cabbf5cb
YukaKi.bmp_029438fec87469e686f9c59d2b157441,3eba7c3c,196,62,256,64,576bb3b2,f81f4d1f,5cfd5770,99a5a3bc,f81f4d1f
YukaMoto_alp_ovl.bmp,8622c36d,128,128,128,128,43434ca1,bc72ee0e,02b88734,43434ca1,bc72ee0e
abk_barel_s1.bmp,40e3724a,48,24,64,32,64214fe0,2b3a56b5,129a8474,469743d0,2b3a56b5
abk_body_s1.bmp,69edac02,96,28,128,32,9b023cb2,00098d0e,0fbbb01c,5bb99bbc,00098d0e
abk_temp_tex1.bmp,b7e627e8,32,32,32,32,b291d116,7dc717f8,940fca79,c58e8543,7dc717f8
acd_alp_ovl.bmp,5d05ff18,72,48,128,64,849a1fb7,aea090a9,2604559c,fe6eee7b,aea090a9
act_telop10_alp_ovl.bmp,b281607c,248,42,256,64,042e67e8,e025bede,ca7ee91a,b0d34f57,e025bede
act_telop11_alp_ovl.bmp,38802ec3,168,42,256,64,522638ee,29f77b6e,0b524427,2554b787,29f77b6e
act_telop2_alp_ovl.bmp,c7c44fc8,340,42,512,64,ae13d6bc,9cac6fac,f2841c9a,c0e53c18,9cac6fac
act_telop3_alp_ovl.bmp,25d47658,250,42,256,64,7f95e6e8,cf8460b5,114c2894,3d83d1d0,cf8460b5
act_telop4_alp_ovl.bmp,e8c2a66d,244,42,256,64,44c4e304,30848dbe,c2d1a5fe,d5ede04b,30848dbe
act_telop5_alp_ovl.bmp_e350349959b1556776f7b5d2e07689fc,0356cf2f,378,42,512,64,24e3d817,20613221,ee51c9bb,15c83109,20613221
act_telop6_alp_ovl.bmp,ae4313a6,294,42,512,64,95240983,cf2b68c1,f8fba54d,01eb34f2,cf2b68c1
act_telop8_alp_ovl.bmp,f0cc1647,452,58,512,64,7ebfaf39,ae177fe5,be3103ae,53f4943c,ae177fe5
act_telop9_alp_ovl.bmp,5ee22240,328,42,512,64,d10c916c,71748bad,7d1b8cc6,872fbd83,71748bad
ag_door_kage_alp_sub_ovl.bmp,896a1aa4,52,96,64,128,53d30722,98292d09,9516d157,53d30722,98292d09
ag_door_kage_alp_sub_ovl.bmp_192ceb88aee6631d717247db16075c3d,51144153,52,96,64,128,3460a1d3,f603a623,d132a9e3,3460a1d3,f603a623
ag_ent_box_01.bmp,d718dafb,48,30,64,32,5e1f88cb,47c6cb45,6fdf70a0,490c3469,47c6cb45
ag_ent_box_01.bmp_2df5a4e34e066ddf7a3b1a090aa6e65d,79eb8ed9,48,30,64,32,e4d5e1fe,06a84c17,68789f2d,51bf0378,06a84c17
ag_ent_box_01.bmp_bb02e045436ed1905d40b422f072db13,7e6dbc26,48,30,64,32,ee804339,313f59fd,5aeb9dd3,1ae4174a,313f59fd
ag_ent_box_02.bmp,053eb258,36,24,64,32,99c6010d,ab9fc440,ef2fc3aa,52f5a5d7,ab9fc440
ag_ent_box_02.bmp_6bfb885fb3b3a4429ed78ee85473debd,641bc236,36,24,64,32,ab69d581,e79c47b5,1e75ee62,8b33434e,e79c47b5
ag_ent_box_02.bmp_a5e6b0374868e49f7bb4bb45c7d00345,f1e8ee20,36,24,64,32,d7254362,10b50200,ed8df5fd,ddc80279,10b50200
ag_ent_lit_alp_add_ovl.bmp,ce6b28ea,32,16,32,16,ffd9a95c,d51610ae,629485d7,36dc9c0a,d51610ae
ag_light_pipe.bmp,f55f07f4,8,48,8,64,920a77cf,4b43e287,a1b2f66a,ebee2659,4b43e287
ag_line_alp_add_ovl.bmp,3cc5f4d9,96,192,128,256,0a000486,032a93b8,ad61e967,f9199e01,032a93b8
ag_line_alp_ovl.bmp,742c7baf,96,192,128,256,d5b6cd38,66bf3526,a834f688,ce79c2ac,66bf3526
ag_rouka_ent.bmp,983b4db3,128,168,128,256,eeb17341,4b5d6cab,9f010dee,eeb17341,4b5d6cab
ag_rouka_floor_01.bmp,0949efe4,216,96,256,128,eb21f11e,b41c0299,cde61c61,eb21f11e,b41c0299
ag_rouka_floor_02.bmp,9cdee77d,216,108,256,128,4582f883,12d48bf0,46630bfa,4582f883,12d48bf0
ag_rouka_kage01_alp_sub_ovl.bmp,b16d3832,96,96,128,128,5cd0d30c,00000000,35562402,5cd0d30c,00000000
ag_rouka_roof.bmp,3874bd74,216,152,256,256,418d7ba1,6aad637f,5cd54881,418d7ba1,6aad637f
ag_rouka_roof.bmp_804e25b112f972f53df29a4c5663da98,8937f37b,216,152,256,256,62904e85,10d5c856,c7a3cf4c,62904e85,10d5c856
ag_rouka_wall_01.bmp,57cf0996,96,168,128,256,5cd53eb4,40dfd28d,4884c89c,5cd53eb4,40dfd28d
ag_rouka_wall_01.bmp_a83933738ffce60c6d83ecef83adab25,6b3bd2a3,96,168,128,256,728b272b,ed704d2a,a22e2524,728b272b,ed704d2a
ag_rouka_wall_02.bmp,a49786fe,132,168,256,256,0f88e8c0,c96e0f18,03fa1f7d,0f88e8c0,c96e0f18
ag_rouka_wall_03.bmp,2ae39afe,96,168,128,256,76faab03,64f6e672,9a5b49c4,76faab03,64f6e672
ak_sp_tx_mk_alp.bmp,51a73b6f,96,12,128,16,3808b993,d06b93fb,d6e58b88,f775b266,d06b93fb
ak_tx_alp.bmp,73a17fb7,48,12,64,16,95690a67,aaf3df48,74d56302,4c4536ef,aaf3df48
aks_alp_ovl.bmp,001464a4,98,48,128,64,967bef2e,1c1a306c,a099908f,8b669ab2,1c1a306c
aks_demo_amo.bmp,79446328,32,32,32,32,5d4390d2,86ccd9fd,a1ff87ff,5c06c91a,86ccd9fd
aks_jyuukou.bmp,e38d0d64,32,32,32,32,fbf7c49c,9ba9f34b,ce4ee98a,ba1b091a,9ba9f34b
aks_sb_s.bmp,2b5e219d,128,64,128,64,102f9517,e29e2e04,04fcde06,efd71895,e29e2e04
aks_sb_s.bmp_73f39fdb33d46a0ad4126ed3d411da41,0c382641,128,64,128,64,5efeacfe,72d36e9d,a2ad4502,c2076c92,72d36e9d
aks_selecter.bmp,ef9d376d,16,48,16,64,753be2b5,22483c9f,d86dd01e,b5d00eff,22483c9f
aks_sp2_alp_ovl.bmp,b198f9a2,72,48,128,64,e8ea4a0d,8e838b03,de86df9b,20a632aa,8e838b03
aks_sp_alp_ovl.bmp,3c35b2c1,98,48,128,64,3a1eaf3d,6cc0148e,d4d4ea00,1e2b9522,6cc0148e
alpha03_alp_ovl.bmp,c23e245a,256,128,256,128,b521993f,18b9147e,8f199d9f,b521993f,18b9147e
alt_alp_ovl.bmp,9fafce8c,120,14,128,16,f16da771,7ffcaf45,ca9d4e86,129577cf,7ffcaf45
alt_b_alp_ovl.bmp,0c42cf2d,120,12,128,16,486d2be1,572bab90,e1e1124f,decc0fbe,572bab90
amg_main1.bmp,508945dc,512,512,512,512,225f73b9,bfc7eeb5,ed69df90,225f73b9,bfc7eeb5
amg_main1.bmp_f082d4708a4df07a9520bbda4506a0ac,6179bb88,512,512,512,512,ddea7ffc,3d07f8d6,21455160,3bac2df2,3d07f8d6
amg_memori_alp_ovl.bmp,43d8fc79,16,128,16,128,84c5d4bc,821d48e7,13df6515,7bb47b3e,821d48e7
amg_mizo1.bmp,7b82693e,128,32,128,32,956eabe2,db67a529,2b8c9607,2e52b548,db67a529
amg_mizo1_bright.bmp,8f4bbc5c,256,32,256,32,7e19843d,822d8cb1,efa4db33,d6399725,822d8cb1
amg_silhoue_alp_ovl.bmp,54371fce,188,256,256,256,e8f5b50a,55724486,31ee49eb,129e64e2,55724486
